@id,@lat,@lon
28517845,40.9915469,25.1864380
28517865,41.0512618,25.3205504
28517869,41.0504350,25.3339683
28517875,41.0323596,25.3390104
28517914,41.0730885,25.2030789
28530876,41.0850131,25.4833351
28530920,41.0800016,25.4677062
28530988,41.0389127,25.3217399
28823094,41.0188571,24.7736642
28823096,41.0343438,24.7826185
28823097,41.0462092,24.7613691
28823110,40.9983274,24.7902171
28823113,41.0271359,24.7843741
28823162,41.0213545,24.8832603
28823169,40.9962824,24.8786462
28823172,41.0111578,24.8885554
30594359,40.9768536,24.3046357
30594383,40.9911096,24.3158859
30594385,40.9976593,24.3219906
37320242,41.3057846,23.7958822
37320272,41.3220197,23.8342315
37320350,41.1165137,24.0318259
37320352,41.0918913,24.0586738
37320358,41.0802824,24.0832365
37320359,41.0642302,24.1138065
37320361,41.0881689,24.1306024
37320363,41.1047227,24.1761185
37320384,41.0862706,24.1697907
37320446,41.0768505,24.2089960
49773649,41.0827024,25.4940196
49811629,41.0939201,25.3699894
49811630,41.0879147,25.3621021
49811631,41.0842272,25.3624539
49860617,41.1627800,24.0965394
49860636,41.1540366,24.0892375
49861343,41.1794536,24.0287239
49861497,41.1883189,23.9730286
49865401,41.4241502,23.8334155
49925784,41.0650491,25.2229467
52044962,41.0618855,24.1411663
52044963,41.0361930,24.1566255
52044966,41.0519388,24.2097128
60309632,40.9899344,24.2790188
60309658,41.0066492,24.1780042
60355861,41.1069215,25.0714330
131895889,42.1629946,24.3092828
151093784,42.2616847,25.4282183
152341415,42.3537131,25.2789314
165192901,40.9809026,25.2033485
170399775,42.2223370,25.1918934
170399776,42.2148455,25.1883696
170399777,42.2144286,25.1839767
170400546,42.2026762,25.2035750
170400547,42.2053331,25.2457151
170401375,42.2408572,25.2567292
170543308,42.1896000,25.2529169
170545103,42.1851272,25.2157950
170545107,42.1914206,25.2214747
170545109,42.1857792,25.2359235
170552812,42.1856457,25.2972648
170552815,42.1853902,25.2667659
170552821,42.1573461,25.2657035
170555764,42.1802331,25.3224028
170555777,42.1944378,25.2722754
170555778,42.2052696,25.3546139
170555780,42.1988137,25.3459732
170555783,42.1775775,25.3449333
170557434,42.2188620,25.3607850
170557439,42.2110742,25.3598573
170557440,42.2122926,25.3511868
170558482,42.2219567,25.3437518
170558483,42.1960460,25.2941829
170558484,42.2034594,25.2853593
170558485,42.2066871,25.3068774
170558486,42.2081996,25.3084936
170558488,42.2117916,25.3189055
170559014,42.2125176,25.2712072
170559015,42.2148378,25.3279522
170559016,42.2128206,25.3312057
170559017,42.2144170,25.2934550
170560097,42.2257278,25.2579152
170560104,42.2125164,25.2859767
170560112,42.2154904,25.3054621
170560118,42.2154243,25.3162678
170560838,42.1868745,25.2001699
170560849,42.1820164,25.1591647
170561795,42.1799224,25.2118818
170561801,42.1868540,25.2037892
170660451,42.2269877,25.3155624
170774337,42.2320725,25.2651016
170778484,42.2541422,25.2325726
170778485,42.2596912,25.2480542
170778486,42.2399972,25.2653497
170785336,42.2572784,25.3640545
170785337,42.2248956,25.3202636
170785338,42.2317994,25.2548400
170785339,42.2800019,25.3655861
170785340,42.2412087,25.3407708
170785341,42.2625213,25.3644926
170785342,42.2274870,25.3384580
170785343,42.2307450,25.2571368
170785344,42.2287196,25.3428977
170785345,42.2562787,25.2395210
170785346,42.2345181,25.3620119
170785347,42.2747689,25.3634876
170785348,42.2516270,25.3222561
170785349,42.2488270,25.3605244
170785350,42.2493968,25.3626523
170785351,42.2631086,25.3464810
170785352,42.2434188,25.3588516
170785353,42.2448481,25.3610833
170785354,42.2310950,25.3541856
170785355,42.2416358,25.3577787
170785360,42.2257313,25.3257599
170785364,42.2305723,25.3374513
170785369,42.2843639,25.3634142
170785374,42.2365092,25.3569229
179718177,42.1199836,25.3580860
179718178,42.1165531,25.3334207
179718179,42.1165992,25.3457089
192389843,42.1858565,25.2627030
195418208,42.1749583,25.3096076
195418209,42.1620494,25.2881890
195421281,42.1414413,25.2497520
195421282,42.1681887,25.2198143
195421283,42.1342074,25.3191996
195423484,42.1372079,25.3427186
195423486,42.1572640,25.3289272
195423487,42.1287615,25.3372285
195423488,42.1377463,25.3483840
197779737,42.2100334,25.3707972
197779742,42.2323235,25.3685074
197779758,42.2364833,25.3795219
197788475,42.1943066,25.3565356
197788476,42.2408905,25.3795456
197791420,42.2245064,25.3808212
197817881,42.1895763,25.3689562
197817885,42.1662132,25.3696160
197817889,42.1590728,25.3484882
197819286,42.2258867,25.3655167
197819287,42.2264186,25.3710584
197830557,42.1815220,25.1904464
197830558,42.1968069,25.1860388
198488032,42.1384405,25.3555389
198488039,42.1312845,25.3621393
198488042,42.1460191,25.3580545
198488044,42.1279153,25.3238197
198488047,42.1153819,25.3599179
198488049,42.1202216,25.3263862
198488051,42.1402906,25.3605214
198488054,42.1267503,25.3572586
198488058,42.1245738,25.3153220
198488997,42.1371677,25.2879998
198489000,42.1332085,25.2765501
198490599,42.1352380,25.2781055
198490601,42.1429532,25.2386691
198490603,42.1450477,25.2342781
198490608,42.1350140,25.2408305
198490610,42.1381153,25.2486485
198490612,42.1386629,25.2636653
198490613,42.1383080,25.2369821
198490614,42.1352335,25.2514356
198490617,42.1354325,25.2381264
198490620,42.1357080,25.2717916
198490621,42.1348098,25.2475965
198490625,42.1298310,25.2845669
202173053,42.1683041,24.2789367
202173056,42.1672052,24.2852662
202173057,42.1674263,24.2876981
202173064,42.1678098,24.2752076
202175108,42.1684731,24.2804683
202175109,42.1684742,24.2764492
202175110,42.1683961,24.2757959
202175650,42.1694330,24.2759415
202177462,42.1698264,24.2811107
202177464,42.1697135,24.2791389
202177937,42.1675746,24.2826547
202182103,42.1692842,24.2873309
202182104,42.1687909,24.2881054
202182105,42.1698535,24.2879081
202182110,42.1704398,24.2878423
202182114,42.1704105,24.2822498
202182116,42.1693556,24.2818690
202182118,42.1694255,24.2854820
202182119,42.1689579,24.2830675
202182122,42.1701342,24.2866113
202187056,42.1720680,24.2820183
202187057,42.1712551,24.2813337
202187058,42.1711880,24.2826786
202187066,42.1719202,24.2827702
202188862,42.1733334,24.2862688
202188869,42.1739381,24.2849211
203485214,42.1713734,24.2853816
203485220,42.1748057,24.2888540
203485235,42.1711421,24.2854258
203485236,42.1742378,24.2886188
215101894,42.1326148,24.7670678
215641112,42.1637443,25.1978146
222899813,42.1732538,24.7580181
223025590,42.0540472,24.9257443
223053132,41.9799158,25.0050060
223053488,41.9797275,25.0038823
223053526,41.9810184,25.0041223
223098806,41.9857069,25.0721051
223101637,42.0232639,25.0611932
223101824,42.0247815,25.0643959
223115430,42.0202937,25.0991384
223115431,42.0202029,25.0997207
223115434,42.0202137,25.1002893
223117565,42.0216236,25.0986558
223117566,42.0208206,25.0977112
223118986,42.0120883,25.0919222
223119046,42.0138568,25.0942526
223120483,42.0124983,25.0960456
223121631,42.0158857,25.0958126
223122259,42.0149434,25.0914336
223122261,42.0162327,25.0942497
223122262,42.0169385,25.0956119
223138929,42.0142762,25.0441862
223145077,41.9927042,25.0850461
225813716,41.4081696,25.0619660
225813718,41.4079462,25.0623549
225813719,41.4088697,25.0612574
226235890,41.3307399,25.3764789
226958276,42.1285364,25.2692341
226958277,42.1238256,25.2227393
226958278,42.1439066,25.2183708
226958279,42.1497938,25.2153923
226958280,42.1312767,25.2257206
226958658,42.1341547,25.2210238
226960137,42.1384196,25.1813450
226960138,42.1368584,25.1899982
226960140,42.1295057,25.2095736
226960141,42.1345984,25.2081761
226960143,42.1274055,25.1966043
226961295,42.1666819,25.1284680
226961296,42.1683288,25.1744282
226961297,42.1712552,25.1532563
226961298,42.1643514,25.1731429
226961299,42.1713828,25.1298301
226961300,42.1677154,25.1543267
226961301,42.1677936,25.1495568
226961302,42.1602307,25.1590918
226961303,42.1643894,25.1480220
226961304,42.1645263,25.1318481
226961305,42.1611924,25.1633816
226961306,42.1551665,25.1634030
226961307,42.1687455,25.1708507
226961308,42.1641660,25.1450558
226961310,42.1717721,25.1269222
226961312,42.1675234,25.1664083
230846050,42.1576485,24.3067795
231085739,40.9801431,24.4685563
231085761,40.9788451,24.4683565
231193494,40.9817541,24.4655148
231193497,40.9834273,24.4623632
231193499,40.9802470,24.4668009
231193507,40.9826053,24.4646056
231193539,40.9840806,24.4649555
241576648,41.7968628,25.3626174
241576650,41.8122679,25.3714859
241576653,41.7904913,25.3605712
241576654,41.8091953,25.3702202
241576655,41.7999561,25.3446689
241576657,41.8104108,25.3706330
241576662,41.7982893,25.3705662
241576665,41.8114128,25.3688047
241576668,41.7964427,25.3588883
241576669,41.7965009,25.3719288
241576673,41.7977305,25.3661673
241576678,41.7934884,25.3593426
241576682,41.7940521,25.3669069
241576684,41.7884667,25.3617227
241576694,41.8023630,25.3678704
241576696,41.7966759,25.3617683
241576698,41.8118262,25.3589171
244529972,41.5683487,24.7090629
249239011,41.5714503,25.2954132
253337905,42.1156146,24.2666266
253343234,42.1264911,24.2751185
253343241,42.1286395,24.2793237
253345249,42.1334872,24.2819447
253345570,42.1296780,24.2856279
253346284,42.1227835,24.2704031
253346788,42.1272611,24.2877539
253346790,42.1296443,24.2906128
253354507,42.0368550,24.8431603
253354918,42.0327784,24.8466519
263097454,41.6953214,24.8084249
263097479,41.6942628,24.8062719
263097482,41.6951867,24.8094553
277445850,41.8112457,25.3098787
277445851,41.8091417,25.3094516
277500791,41.7911372,25.3048011
278359422,41.5349161,24.7267015
290740906,41.7103815,24.7829930
290740909,41.7080390,24.7591572
290740912,41.7117624,24.7821302
290744247,41.6992748,24.7798690
290744248,41.6879627,24.7485938
290744249,41.6977863,24.7823290
290744251,41.6796060,24.7678021
290744253,41.6877413,24.7460137
290744254,41.6883743,24.7469823
296540841,42.1188055,24.2931124
296540864,42.1172042,24.2946991
297861157,42.1873224,24.2957756
297861676,42.1858432,24.2897585
299376159,41.7407390,24.4046474
299382380,41.7387780,24.4080115
300183499,42.0177547,24.7554632
312103996,41.7209547,24.3191731
337201131,41.1447660,24.0720951
337201135,41.1486063,24.0459097
337201143,41.1437705,24.0819791
337201153,41.1477505,24.0218485
342450319,41.9269168,25.2476818
345011360,41.6049701,24.7900629
352017368,42.2604786,24.4810125
352017375,42.2264910,24.5243266
364638990,42.0892749,24.8446919
364638993,42.0812479,24.8490086
366976641,42.1676985,24.3008009
366979470,42.1641711,24.2965106
366979773,42.1616354,24.3007680
366981570,42.1606379,24.3044788
366983054,42.1578519,24.3050513
366983056,42.1558875,24.3039452
366983057,42.1578018,24.3015945
366983360,42.1542283,24.3023133
366983363,42.1565560,24.3001082
366983839,42.1632489,24.3084713
369009280,41.8256499,25.2529506
369009284,41.8306562,25.2674945
369009290,41.6125948,25.3602299
369009291,41.8302885,25.2678337
369009297,41.8302623,25.2681152
420357692,42.2919075,24.3162716
420447378,42.3199692,25.6105475
420447379,42.3408036,25.6225663
420853418,42.2428942,24.4505489
420995894,42.0766887,24.3915319
420995952,41.8747334,24.6106043
421841744,42.3114379,25.5852792
423207863,42.3200510,25.5802974
423207864,42.3090120,25.5863163
423207865,42.3166079,25.5817006
423207866,42.3198305,25.5922327
423207868,42.3196200,25.5880364
423211406,42.3075106,25.5888399
423878745,42.3015977,25.5871732
425939004,42.2712286,25.2025548
429091028,42.3128851,25.5808606
429955893,41.1809006,23.9802032
429957701,41.1672492,23.9874663
430172109,41.0496357,24.2573720
430172110,41.0635155,24.2417849
430172111,41.0580309,24.2537557
430172114,41.0503275,24.2413867
430175851,41.0406443,24.2638632
430176425,41.0426296,24.2592945
430957795,42.3302882,24.6907276
431209784,42.1960002,24.7683255
431358379,42.2700424,24.5830531
431410395,42.2158838,24.2369230
432854908,42.1206172,25.1810792
435970808,42.3097911,25.5610433
436544252,42.1777681,24.7889408
436545952,42.1613803,24.8343381
436545953,42.1541539,24.8273491
436826237,42.2024950,24.7477851
436855558,42.1440405,25.1685727
436855559,42.1542412,25.1678545
436872322,42.3813203,24.7487036
436889532,42.0799590,24.6637076
436889534,42.0818188,24.6718295
436889539,42.1052253,24.6721578
436889545,42.1375853,24.6790067
436889547,42.1454545,24.6774987
436889553,42.1406264,24.6651924
437042168,42.0723500,24.6923601
437042174,42.0801282,24.6561791
437042181,42.0818297,24.6568572
437042183,42.0815526,24.6546003
437108245,42.1085894,24.7228945
437108247,42.0992100,24.7338844
437108249,42.1099003,24.7261569
437108251,42.1032936,24.7183404
437108253,42.0988925,24.7288445
437108256,42.0907750,24.7302309
437108273,42.1053506,24.7242782
437108276,42.1005916,24.7239641
437108285,42.1025242,24.7430960
437108291,42.1057385,24.7104189
437108293,42.0991408,24.7102287
437108296,42.0939344,24.7249634
437114458,42.0888638,24.7523773
437114463,42.0867343,24.7402851
437114479,42.0863563,24.7295818
437114501,42.0776400,24.7318828
437114520,42.0912145,24.7504961
437114523,42.0794893,24.7279430
437114526,42.0750528,24.7434746
437114574,42.0827003,24.7429925
437114581,42.0838514,24.7281900
437122650,42.0821063,24.7523589
437122653,42.1069126,24.7860992
437122655,42.0876701,24.7559148
437122657,42.1089260,24.7717444
437122659,42.1074766,24.7938304
437122664,42.0884136,24.7631781
437122666,42.1029258,24.7792151
437135134,42.0914367,24.7656840
437135137,42.0874092,24.7921623
437135140,42.0709302,24.8043836
437138914,42.0785861,24.7621344
437138915,42.0527713,24.8055509
437138918,42.0913936,24.7776399
437138919,42.0820250,24.7785972
437138920,42.0659085,24.8000062
437138921,42.0549854,24.8165238
437144913,42.1641177,24.7941164
437144918,42.1626656,24.8118823
437144921,42.1665606,24.7916459
437144922,42.1672266,24.8030801
437465548,42.2637370,25.6046392
437465553,42.2652150,25.6052162
437465554,42.2555297,25.6008517
437465555,42.2715577,25.6027918
439753747,42.0537000,23.8145050
439753749,42.0836511,23.8101750
439753750,42.0461787,23.9796380
439753751,42.0151463,23.9986374
439753752,42.0014500,23.8122750
439753754,42.0153368,23.8603428
439753755,42.0219500,23.8483750
439753756,42.0316600,23.8836350
439753758,42.0744050,23.8032650
439753760,42.0410088,23.9044700
439753762,42.0572700,23.8425200
439753763,42.0003550,23.8034927
439753765,42.0171700,23.8550100
439753767,42.0640550,23.8468050
439753768,42.0246000,23.8311440
439753769,42.0323520,23.8019180
439753772,42.0351593,23.8204498
439753788,42.0027900,23.8058500
439753789,42.0265700,23.8550950
439753792,42.0001300,23.8096350
439753795,42.0582161,23.9981195
439753796,42.0319100,23.8270850
439753798,42.0101550,23.8769500
439753800,42.1100600,23.8033700
439753801,42.0508108,23.9898250
439753802,42.0188950,23.8069000
439753803,42.0319642,23.8231000
439753804,42.0180570,23.7973450
439753805,42.0435800,23.8243900
439753806,42.0352972,23.8665850
439753808,42.0164900,23.8798900
439753809,42.0239250,23.8780850
439753810,42.0218350,23.8181550
439753814,42.0550389,23.9785899
439753816,42.0694700,23.8175850
439753817,41.9998702,23.8008023
439753818,42.0220150,23.8887300
439753820,42.0348000,23.8725950
439753822,42.0382500,23.8441000
439753823,42.0396150,23.9037150
439753827,42.0713600,23.7950550
439753832,42.0174600,23.8590996
439753833,42.0244750,23.8367050
439753834,42.0205350,23.8413950
439753835,42.0007300,23.8007300
439753836,42.0527350,23.7965475
439753837,42.0629300,23.8444750
439753838,42.0430450,23.7876200
439753839,41.9991286,23.8219710
439753843,42.1123450,23.8084350
